video_path	text_description	split
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/206.mp4	humming and whooshing of a helicopter hovering close.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/207.mp4	helicopter rotors drumming and squeaking in the distance.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/208.mp4	humming of the motorbike engine at low revs.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/209.mp4	engine revving and tires screeching as the motorbike takes off.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/210.mp4	the tram's metal body screeches and groans.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/211.mp4	Engine roaring and revving as the ATV accelerates and decelerates.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/212.mp4	tires crunching on fallen branches and leaves.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/213.mp4	Rumbling ATV engine noise precedes screeching tires and gravel crunching.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/214.mp4	wooden pole creaks as person grasps it firmly, and cable car's metal wheels screech against the tracks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/215.mp4	soft humming of the drone's propellers.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/216.mp4	drone's propellers spinning and humming softly, and gentle waves crashing and splashing against the shore.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/217.mp4	gentle hum of the drone.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/218.mp4	humming of the scooter engine accelerates slowly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/219.mp4	scooter wheels humming on the pavement.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/220.mp4	distant rumble of the Space Shuttle's engines.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/221.mp4	distant hum of passing cars and buses with muffled horns.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/222.mp4	rustling and creaking of the bicycle's chain and pedals.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/223.mp4	vibrations and humming of vehicles driving by.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/224.mp4	footsteps echoing off the pavement.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/225.mp4	tires humming and whirring on the pavement.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/226.mp4	gentle lapping of water against the boat's hull.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/227.mp4	gently flowing water splashes against the rocky cliff.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/228.mp4	footsteps squelching in wet underbrush.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/229.mp4	leaves rustling softly against each other, and gentle creaking of the tree branch.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/230.mp4	the wind rustles and blows through the fabric, causing it to ripple and flap.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/231.mp4	distant thunder rumbles and crackles.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/232.mp4	gentle rustling of leaves and delicate petals.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/233.mp4	crickets chirp in the woods, creating an eerie atmosphere.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/234.mp4	gentle creaking of the old wooden porch swing.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/235.mp4	hooves thudding heavily against the earth.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/236.mp4	gentle scratching sounds behind puppy's ears.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/237.mp4	soft natural ambiance in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/238.mp4	footsteps crunching on damp leaves and snapping twigs.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/239.mp4	gentle scratching sound of beetle's legs on skin.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/240.mp4	rustling of grass as the farmer walks through the field, and flapping of birds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/241.mp4	chicken's beak scratching the ground, and cow's jaws slowly chewing its cud.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/242.mp4	rustling of hay and straw beneath the farmer's boots, and rooster's loud squawk echoes through the barn.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/243.mp4	the sound of claws clicking on the windowsill, and gentle purring with a low hum.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/244.mp4	pattering of little paws on the smooth floor, and soft squeaks and chirps of the rabbit.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/245.mp4	rustling of grass beneath the donkeys' hooves.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/246.mp4	thundering hooves pounding the earth.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/247.mp4	water splashing and slapping against the shore.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/248.mp4	gentle movement of the person's hands and the bird's beak.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/249.mp4	rustling of leaves and snapping of twigs underfoot.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/250.mp4	the sloth's claws scraping against the leaves and branches, and leaves and branches creaking and swaying in the wind.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/251.mp4	scaly feet scratching against the sand.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/252.mp4	rustling and crunching sounds of the snake's body moving through leaves and twigs, and hissing and spitting sounds of the snake.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/253.mp4	the sound of dry leaves and sand being crunched under the iguanas' feet.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/254.mp4	ducks quacking loudly and splashing in the water.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/255.mp4	vibrating throat sounds from frog's continuous chirps and croaks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/256.mp4	wetland water splashing and splattering as geese wade, and geese honking loudly in the distance.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/257.mp4	rustling and crunching of leaves as the monkey leaps from branch to branch.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/258.mp4	twigs and leaves crunching and snapping underfoot.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/259.mp4	water rippling and splashing as the ducks swim and paddle.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/260.mp4	the fox's soft panting and quick footsteps on the rocks, and gentle gurgling and bubbling of water.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/261.mp4	loud thudding of paws against hardwood floor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/262.mp4	the dog's claws scratch against the hardwood floor, and a series of low, rumbling grunts as the dog stretches.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/263.mp4	soft rustling of the ant's legs against the rough surface.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/264.mp4	a gentle chirp is heard, followed by a faint echo.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/265.mp4	birds chirping and flapping their wings.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/266.mp4	hooves hitting the ground in a rhythmic pattern.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/267.mp4	rapid pattering of paws on wooden floor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/268.mp4	scraping and clattering of hooves against the rocks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/269.mp4	hooves pounding against the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/270.mp4	tentacles rippling and flexing with a soft whooshing sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/271.mp4	bubbling sounds of the sea anemone's delicate tentacles.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/272.mp4	rustling of the rodents' fur and squeaking sounds as they scurry around.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/273.mp4	gentle rustling of the leaf as the tarantula moves.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/274.mp4	scaly legs scraping against rocky terrain.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/275.mp4	rustling leaves and snapping twigs beneath the snake's slithering body.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/276.mp4	paddles dipping into water with a gentle swooshing sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/277.mp4	the sound of the waterfowl waddling through the shallow water and reeds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/278.mp4	hooves pounding rhythmically against the earth, and distant birds chirping and singing in the forest canopy.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/279.mp4	water splashing and rippling as the bear moves through the stream.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/280.mp4	sheep and goats footsteps echoing off the hills.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/281.mp4	Clatter of horse hooves on the snow-covered street, and jingling of multiple rows of sleigh bells on the horse's harness.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/282.mp4	gentle beeps and chimes resonate from the smart home hub.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/283.mp4	murmurs of people talking in the background, footsteps echoing off the hallway walls.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/284.mp4	flickering and humming of the old TV set.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/285.mp4	glitches of different TV stations with quick changes in volume.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/286.mp4	lens zooms in and out with a soft clicking sound, and distant traffic sounds with car honks and screeching tires.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/287.mp4	camera beeps and clicks rapidly as the settings are adjusted.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/288.mp4	fingers rapidly tapping on the keyboard.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/289.mp4	servers humming and whirring loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/290.mp4	urgent alarm blares loudly from speakers.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/291.mp4	distinct beeps with finger tapping.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/292.mp4	fingers rapidly tapping on the keyboard.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/293.mp4	a steady beeping of the handheld heart rate monitor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/295.mp4	the sound of a vacuum pump running in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/296.mp4	bubbling and gurgling of the electrolyte solution flowing into the battery.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/297.mp4	mouse clicking loudly on a flat surface.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/298.mp4	a finger tapping on the screen of a tablet.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/299.mp4	Gentle strumming of the guitar with a soaring sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/300.mp4	finger tapping on the screen.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/301.mp4	a gentle humming of the car's engine in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/302.mp4	The lights on the console fade with a gentle buzzing, followed by an eerie silence.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/303.mp4	humming of the server tower's fans spinning rapidly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/304.mp4	Multiple machinery whirring and humming in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/305.mp4	background hiss of fluorescent lights and distant machinery rumbles.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/306.mp4	soft rustling of papers and office supplies as the mouse rolls over them.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/307.mp4	smooth gliding of the mouse on the mousepad.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/308.mp4	electronic humming fills the air as the synthesizer roars to life.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/309.mp4	heavy rain pounds against the cliff and the person.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/310.mp4	violent wind howling and whipping through the tree branches.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/311.mp4	flame crackling and hissing softly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/312.mp4	crackling and popping of the fire as it spreads across the dry grass.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/313.mp4	feathers rustling softly in a gentle whooshing sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/314.mp4	strong wind blowing steadily and rustling the fabric.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/315.mp4	whirring of the fan blades spinning rapidly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/316.mp4	gentle lapping of water against the shore, and water splashing and rippling as the hand breaks the surface.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/317.mp4	gentle trickling of water down rocky face.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/318.mp4	soft lapping of water against the shore, and small droplet of water splashing into the pond.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/319.mp4	shovel scrapes against dry earth.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/320.mp4	ice cracking with sharp snapping sound, and metal tool scraping against the ice surface.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/321.mp4	icicle cracking and shattering sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/322.mp4	rain pours down heavily, drumming against the umbrella and pavement.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/323.mp4	raindrops splashing against the puddle on the leaf.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/324.mp4	soft squelching sound of footsteps in the sand, and gentle waves crashing against the shore.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/325.mp4	water splashing against the sailboat's hull.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/326.mp4	distant rumble of thunder becomes louder and more intense.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/327.mp4	thunder roars and rumbles in the distance.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/328.mp4	distant thunder rumbles and echoes across the lake and hills.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/329.mp4	gurgling water flows and splashes as the person steps into the stream.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/330.mp4	wave crashes against rocky shoreline with loud splashing and foamy sounds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/331.mp4	gentle water splashing and trickling over mossy rocks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/332.mp4	whispering wind blows through the leaves.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/333.mp4	whooshing sounds of the kite flying through the air.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/334.mp4	snow crunches and compresses under heavy footsteps.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/335.mp4	howling wind and snowplow's engine roaring.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/336.mp4	sound of footsteps on uneven stone ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/337.mp4	water dripping from the ceiling and echoing off the walls.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/338.mp4	echoing crashes and booms as the boulder bounces down the rocky slope.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/339.mp4	roaring and crackling of the massive wall of flames.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/340.mp4	flames crackling and spitting loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/341.mp4	gentle water flowing and splashing against rocks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/342.mp4	hailstones hitting the ground with a rhythmic patter.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/343.mp4	gentle lapping of waves against pillars.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/344.mp4	soft swooshing of paddle blades through water.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/345.mp4	rocks tumble and bounce down the mountain with loud clattering and crashing sounds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/346.mp4	crashing waves against the rocky shore.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/347.mp4	gentle lapping of water against the sailboat's hull.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/348.mp4	water droplets falling from the awning's edges.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/349.mp4	echoing footsteps off the buildings, and sharp, rhythmic taps of rainfall hitting the pavement and buildings.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/350.mp4	Heavy raindrops hitting the pavement and flowing water gushes down the street.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/351.mp4	water gently gushing and rippling.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/352.mp4	water gurgling and splashing as the person steps into the stream.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/353.mp4	water rushing over boulders and fallen tree trunks with loud gurgling and splashing.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/354.mp4	gentle rustling of leaves and bushes.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/355.mp4	sound of crunching footsteps on snow.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/356.mp4	crackling and creaking of frozen lake's surface beneath footsteps.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/357.mp4	tires screeching and crunching through snow and ice, and blade scraping against the pavement with a loud clanking.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/358.mp4	a loud thunderclap booms loudly and shakes the air.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/359.mp4	thunder cracks loudly and shakes the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/360.mp4	Distant thunder rumbles and grows louder.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/361.mp4	rushing sound of the massive volcanic plume.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/362.mp4	lava burning and crackling loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/363.mp4	gentle water flowing and gurgling over rounded rocks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/364.mp4	water droplet falls with a soft patter.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/365.mp4	water cascades down the rocky cliff.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/366.mp4	waterfall roaring in the distance with gentle splashing sounds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/367.mp4	Soft hissing of the waterfall and gentle splashing.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/368.mp4	soft whoosh sound of the breeze passing through the grass and rocks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/369.mp4	flapping plastic bag crackles and slaps against fence post.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/370.mp4	rustling and swishing of fabrics.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/371.mp4	creaking of old wooden lid while being lifted.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/372.mp4	plastic sheet crinkling and ripping apart.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/373.mp4	liquid splashing and gurgling as it flows into the mold.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/374.mp4	the sound of toys clattering against the hardwood floor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/375.mp4	creaking and straining of the door's hinges, and footsteps on the creaky floorboards.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/376.mp4	footsteps on the concrete patio.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/377.mp4	rhythmic tick-tock of alarm clock.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/378.mp4	footsteps creaking on the wooden floor, and soft synchronized ticking of antique clocks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/379.mp4	soft rustling of the person's clothing as they move.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/380.mp4	telephone bell ringing loudly and repeatedly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/381.mp4	gentle hand movement against the receiver, and click of lifting the receiver.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/382.mp4	hairspray can hissing as it dispenses its contents.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/383.mp4	bristles scratching and scrubbing against ceramic.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/384.mp4	rustling of magazine pages being turned.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/385.mp4	Broom bristles scratch against the hardwood floor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/386.mp4	soft swoosh of the blind's slats moving apart.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/387.mp4	clinking of fine china and crystal glasses.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/388.mp4	fingers rapidly tapping on the keyboard, and soft beeping sounds from the laptop.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/389.mp4	water splashing against leaves and soil.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/390.mp4	the gentle swooshing of the breeze as it blows through the garden.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/391.mp4	gentle clinking as the glass touches the wooden surface, and soft scraping of a hand rubbing a wooden tabletop.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/392.mp4	soft humming of appliances in the distance.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/393.mp4	gentle rattling and clinking sounds as the pills mix.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/394.mp4	snap and rustle of the throw blanket as it unfurls and waves in the air.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/395.mp4	torch hissing with a gentle whoosh.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/396.mp4	high-pitched scraping of the tool bit against the metal rod.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/397.mp4	rustling of papers as they are being handled.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/398.mp4	rustling papers and clunking metal.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/399.mp4	fingers typing rapidly on a keyboard.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/400.mp4	keys clacking rapidly on the keyboard.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/401.mp4	rope creaking and scraping against pallet.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/402.mp4	metal keys clattering against metal body.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/403.mp4	drillsaw roaring loudly as it cuts through metal, and metal pipe clanking and scraping against the drillsaw.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/404.mp4	ladder creaking and clanking as the worker climbs.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/405.mp4	vibrating metal exterior sounds loudly, and humming motor of air conditioner unit roars to life.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/406.mp4	fingers flying across keyboards with soft clicking sounds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/407.mp4	hum of machinery in the background and fluorescent lights buzzing, and rattling and clanking of the cart wheels on the polished concrete floor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/408.mp4	mechanical whirring and high-pitched drill sounds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/409.mp4	water ripples and splashes as the paddle dips in and out.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/411.mp4	rhythmic crunch of tires hitting rocks, and hum of the bicycle wheels spinning.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/412.mp4	wheels of the skateboard scraping and screeching against the ramp as the skateboarder gains speed.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/413.mp4	rocky surface scraping and crunching under climbing shoes.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/414.mp4	engine roaring loudly as the sports car accelerates.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/415.mp4	screeching sound of wheels on the rusty tracks, and train engine roaring with the diesel motor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/416.mp4	rattling of the train wheels against the tracks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/417.mp4	hum of the bus's engine roaring to life.	test
